Target	Isolate	SummmaryScore	NumberTested	IsolateGenus	IsolatePhylum	IsolateGenus_with_SampleSize
Fungal	LK705	1.2	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK712	1.2	5	Niallia	Bacillota	Niallia (n=1)
Fungal	LK719	1.4	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK722	0.4	5	Bacillus	Bacillota	Bacillus (n=9)
Fungal	LK724	0.0	5	Lysinibacillus	Bacillota	Lysinibacillus (n=7)
Fungal	LK820	0.6	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK821	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK822	1.6	5	Citricoccus	Actinomycetota	Citricoccus (n=4)
Fungal	LK823	0.0	5	Dietzia	Actinomycetota	Dietzia (n=21)
Fungal	LK826	0.4	5	Dietzia	Actinomycetota	Dietzia (n=21)
Fungal	LK827	0.2	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK832	1.6	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK834	1.0	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Fungal	LK835	1.8	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Fungal	LK836	0.8	5	Dermacoccus	Actinomycetota	Dermacoccus (n=3)
Fungal	LK837	1.6	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Fungal	LK838	0.6	5	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Fungal	LK843	1.0	5	Kocuria	Actinomycetota	Kocuria (n=19)
Fungal	LK844	0.0	5	Dietzia	Actinomycetota	Dietzia (n=21)
Fungal	LK847	1.4	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK849	0.6	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Fungal	LK853	0.0	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Fungal	LK854	0.0	5	Kocuria	Actinomycetota	Kocuria (n=19)
Fungal	LK855	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK856	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK857	1.2	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Fungal	LK858	1.6	5	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Fungal	LK860	0.4	5	Rhodocococcus	Actinomycetota	Rhodocococcus (n=1)
Fungal	LK861	0.0	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Fungal	LK863	0.4	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK864	1.4	5	Bacillus	Bacillota	Bacillus (n=9)
Fungal	LK866	0.6	5	Kocuria	Actinomycetota	Kocuria (n=19)
Fungal	LK869	0.6	5	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Fungal	LK870	1.8	5	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Fungal	LK871	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK872	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK873	0.0	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK874	0.6	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK875	1.2	5	Sphingobacterium	Bacteroidota	Sphingobacterium (n=3)
Fungal	LK876	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK877	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK892	1.2	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK903	0.4	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK911	0.0	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Fungal	LK912	0.0	5	Citricoccus	Actinomycetota	Citricoccus (n=4)
Fungal	LK931	0.2	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK934	1.8	5	Kocuria	Actinomycetota	Kocuria (n=19)
Fungal	LK935	0.6	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK936	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK942	0.4	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK945	0.0	5	Micromonospora	Actinomycetota	Micromonospora (n=1)
Fungal	LK949	0.4	5	Dietzia	Actinomycetota	Dietzia (n=21)
Fungal	LK950	0.2	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK951	0.2	5	Dietzia	Actinomycetota	Dietzia (n=21)
Fungal	LK955	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK956	0.0	5	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Fungal	LK960	1.6	5	Kocuria	Actinomycetota	Kocuria (n=19)
Fungal	LK978	2.0	5	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Fungal	LK984	0.4	5	Dietzia	Actinomycetota	Dietzia (n=21)
Fungal	LK998	1.2	5	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1000	0.0	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1002	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1003	0.2222222222222222	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1004	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1005	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1006	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1008	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1009	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1011	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1012	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1013	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1015	0.2222222222222222	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1017	0.1111111111111111	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1018	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1019	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1021	0.6666666666666666	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1022	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1024	0.0	9	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Negative	LK1026	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1027	0.6666666666666666	9	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Negative	LK1030	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1031	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1034	0.0	9	Paenibacillus	Bacillota	Paenibacillus (n=1)
Gram Negative	LK1036	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1041	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1045	0.0	9	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Negative	LK1046	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1049	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1053	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1054	0.0	9	Gordonia	Actinomycetota	Gordonia (n=1)
Gram Negative	LK1055	0.1111111111111111	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1056	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1059	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1060	0.0	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1063	0.1111111111111111	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1072	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1073	0.4444444444444444	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1076	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1077	0.0	9	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Negative	LK1080	0.0	9	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Negative	LK1082	0.0	9	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Negative	LK1083	0.1111111111111111	9	Rothia	Actinomycetota	Rothia (n=9)
Gram Negative	LK1084	0.1111111111111111	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1085	0.0	9	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Negative	LK1086	0.2222222222222222	9	Rothia	Actinomycetota	Rothia (n=9)
Gram Negative	LK1090	0.6666666666666666	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1091	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1092	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1093	0.4444444444444444	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1094	0.3333333333333333	9	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Negative	LK1095	0.2222222222222222	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1096	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1098	0.3333333333333333	9	Morganella	Pseudomonadota	Morganella (n=1)
Gram Negative	LK1099	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1102	0.1111111111111111	9	Oceanobacillus	Bacillota	Oceanobacillus (n=2)
Gram Negative	LK1103	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1106	0.4444444444444444	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1110	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1112	0.0	9	Rothia	Actinomycetota	Rothia (n=9)
Gram Negative	LK1113	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1116	0.5555555555555556	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1117	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1118	0.2222222222222222	9	Microbacterium	Actinomycetota	Microbacterium (n=1)
Gram Negative	LK1120	0.1111111111111111	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1128	0.0	9	Dermacoccus	Actinomycetota	Dermacoccus (n=3)
Gram Negative	LK1136	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1137	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1138	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1139	0.3333333333333333	9	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Negative	LK1140	0.0	9	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Negative	LK1145	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1147	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1157	0.0	9	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Negative	LK1162	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1167	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1168	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1170	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1172	0.0	9	Oceanobacillus	Bacillota	Oceanobacillus (n=2)
Gram Negative	LK1173	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1174	0.0	9	Citricoccus	Actinomycetota	Citricoccus (n=4)
Gram Negative	LK1176	0.2222222222222222	9	Citricoccus	Actinomycetota	Citricoccus (n=4)
Gram Negative	LK1183	0.0	9	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Negative	LK1184	0.0	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1186	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1188	0.0	9	Aestuariimicrobium	Actinomycetota	Aestuariimicrobium (n=1)
Gram Negative	LK1196	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1197	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1198	0.8888888888888888	9	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Negative	LK1204	0.0	9	Granulicatella	Bacillota	Granulicatella (n=1)
Gram Negative	LK1207	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1208	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1216	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1219	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1220	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1224	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1231	0.6666666666666666	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1232	0.1111111111111111	9	Escherichia	Pseudomonadota	Escherichia (n=5)
Gram Negative	LK1237	0.125	8	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1238	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1239	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1244	0.0	9	Rothia	Actinomycetota	Rothia (n=9)
Gram Negative	LK1245	0.0	9	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Negative	LK1246	0.0	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1247	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1249	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1250	0.1111111111111111	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK1252	0.0	9	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Negative	LK1253	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1254	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1255	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1256	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1257	0.0	9	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Negative	LK1258	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1259	0.0	9	Rothia	Actinomycetota	Rothia (n=9)
Gram Negative	LK1262	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1263	0.0	9	Rothia	Actinomycetota	Rothia (n=9)
Gram Negative	LK1264	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1265	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1266	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1267	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1269	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1271	0.0	9	Nesterenkonia	Actinomycetota	Nesterenkonia (n=2)
Gram Negative	LK1272	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1274	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1275	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1277	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1278	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK1279	0.0	9	Pseudoclavibacter	Actinomycetota	Pseudoclavibacter (n=1)
Gram Negative	LK1282	0.0	9	Rothia	Actinomycetota	Rothia (n=9)
Gram Negative	LK1285	0.0	9	Rothia	Actinomycetota	Rothia (n=9)
Gram Negative	LK1287	0.0	9	Rothia	Actinomycetota	Rothia (n=9)
Gram Negative	LK1289	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1306	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1330	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1333	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1334	0.4444444444444444	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1335	0.3333333333333333	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1337	0.0	9	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Negative	LK1340	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1342	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK1346	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1348	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1349	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1350	0.0	9	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Negative	LK1351	0.0	9	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Negative	LK1352	0.0	9	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Negative	LK1355	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1356	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1359	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1363	1.0	9	Brevibacterium	Actinomycetota	Brevibacterium (n=7)
Gram Negative	LK1366	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1367	0.3333333333333333	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1379	0.5555555555555556	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1380	0.7777777777777778	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1382	0.8888888888888888	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1383	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1384	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1386	0.0	9	Dermacoccus	Actinomycetota	Dermacoccus (n=3)
Gram Negative	LK1387	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1388	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK1390	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1393	0.4444444444444444	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK1403	0.0	9	Helcococcus	Bacillota	Helcococcus (n=2)
Gram Negative	LK1404	0.0	9	Brachybacterium	Actinomycetota	Brachybacterium (n=8)
Gram Negative	LK401	0.3333333333333333	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK403	1.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK405	0.0	9	Enterococcus	Bacillota	Enterococcus (n=1)
Gram Negative	LK408	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK409	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK411	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK413	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK414	0.2222222222222222	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK415	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK419	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK421	0.0	9	Sphingobacterium	Bacteroidota	Sphingobacterium (n=3)
Gram Negative	LK425	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK426	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK428	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK432	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK434	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK435	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK436	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK438	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK439	0.0	9	Dietzia	Actinomycetota	Dietzia (n=21)
Gram Negative	LK441	0.2222222222222222	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK442	0.0	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK443	1.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK444	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK445	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK449	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK452	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK454	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK455	0.4444444444444444	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK456	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK457	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK458	1.1111111111111112	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK459	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK460	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK461	0.0	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK464	1.0	9	Peribacillus	Bacillota	Peribacillus (n=1)
Gram Negative	LK465	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK466	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK467	0.3333333333333333	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK469	0.0	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK470	0.7777777777777778	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK471	0.5555555555555556	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK473	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK478	0.4444444444444444	9	Kocuria	Actinomycetota	Kocuria (n=19)
Gram Negative	LK480	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK485	0.0	9	Sphingobacterium	Bacteroidota	Sphingobacterium (n=3)
Gram Negative	LK486	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK488	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK489	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK490	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK494	0.0	9	Citrobacter	Pseudomonadota	Citrobacter (n=2)
Gram Negative	LK496	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK497	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK500	0.8888888888888888	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK501	0.0	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK503	0.0	5	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK504	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK507	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK515	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK516	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK518	0.0	9	Nesterenkonia	Actinomycetota	Nesterenkonia (n=2)
Gram Negative	LK519	0.0	9	Corynebacterium	Actinomycetota	Corynebacterium (n=45)
Gram Negative	LK522	0.0	9	Dermabacter	Actinomycetota	Dermabacter (n=9)
Gram Negative	LK523	0.2222222222222222	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK524	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK525	0.5555555555555556	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK526	0.0	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK527	0.0	9	Klebsiella	Pseudomonadota	Klebsiella (n=14)
Gram Negative	LK528	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK529	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK530	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK531	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK533	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK535	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK538	0.2222222222222222	9	Janibacter	Actinomycetota	Janibacter (n=2)
Gram Negative	LK541	0.1111111111111111	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK542	0.0	9	Micrococcus	Actinomycetota	Micrococcus (n=95)
Gram Negative	LK543	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK544	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK547	0.1111111111111111	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
Gram Negative	LK548	0.0	9	Staphylococcus	Bacillota	Staphylococcus (n=104)
