Target	Isolate	SummmaryScore	NumberTested	IsolateGenus	IsolatePhylum
Gram Negative	LK1098	0.3333333333333333	9	Morganella	Pseudomonadota
Gram Negative	LK1099	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK1102	0.1111111111111111	9	Oceanobacillus	Bacillota
Gram Negative	LK1103	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK1106	0.4444444444444444	9	Micrococcus	Actinomycetota
Gram Negative	LK1110	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1112	0.0	9	Rothia	Actinomycetota
Gram Negative	LK1113	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1116	0.5555555555555556	9	Staphylococcus	Bacillota
Gram Negative	LK1117	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1118	0.2222222222222222	9	Microbacterium	Actinomycetota
Gram Negative	LK1120	0.1111111111111111	9	Kocuria	Actinomycetota
Gram Negative	LK1127	0.1111111111111111	9	Bacillus	Bacillota
Gram Negative	LK1128	0.0	9	Dermacoccus	Actinomycetota
Gram Negative	LK1136	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1137	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1138	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1139	0.3333333333333333	9	Escherichia	Pseudomonadota
Gram Negative	LK1140	0.0	9	Escherichia	Pseudomonadota
Gram Negative	LK1145	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1147	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1157	0.0	9	Escherichia	Pseudomonadota
Gram Negative	LK1162	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK1167	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1168	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1170	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1172	0.0	9	Oceanobacillus	Bacillota
Gram Negative	LK1173	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1174	0.0	9	Citricoccus	Actinomycetota
Gram Negative	LK1176	0.2222222222222222	9	Citricoccus	Actinomycetota
Gram Negative	LK1183	0.0	9	Brachybacterium	Actinomycetota
Gram Negative	LK1184	0.0	9	Kocuria	Actinomycetota
Gram Negative	LK1186	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1188	0.0	9	Aestuariimicrobium	Actinomycetota
Gram Negative	LK1196	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1197	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1198	0.8888888888888888	9	Escherichia	Pseudomonadota
Gram Negative	LK1204	0.0	9	Granulicatella	Bacillota
Gram Negative	LK1207	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1208	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1216	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1219	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1220	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1224	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1231	0.6666666666666666	9	Micrococcus	Actinomycetota
Gram Negative	LK1232	0.1111111111111111	9	Escherichia	Pseudomonadota
Gram Negative	LK1237	0.125	8	Kocuria	Actinomycetota
Gram Negative	LK1238	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1239	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1244	0.0	9	Rothia	Actinomycetota
Gram Negative	LK1245	0.0	9	Dermabacter	Actinomycetota
Gram Negative	LK1246	0.0	9	Kocuria	Actinomycetota
Gram Negative	LK1247	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK1249	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK1250	0.1111111111111111	9	Kocuria	Actinomycetota
Gram Negative	LK1252	0.0	9	Dermabacter	Actinomycetota
Gram Negative	LK1253	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1254	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1255	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1256	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK1257	0.0	9	Dermabacter	Actinomycetota
Gram Negative	LK1258	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1259	0.0	9	Rothia	Actinomycetota
Gram Negative	LK1262	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1263	0.0	9	Rothia	Actinomycetota
Gram Negative	LK1264	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1265	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1266	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK1267	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK1269	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1271	0.0	9	Nesterenkonia	Actinomycetota
Gram Negative	LK1272	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1274	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1275	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1277	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK1278	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK1279	0.0	9	Pseudoclavibacter	Actinomycetota
Gram Negative	LK1282	0.0	9	Rothia	Actinomycetota
Gram Negative	LK1285	0.0	9	Rothia	Actinomycetota
Gram Negative	LK1287	0.0	9	Rothia	Actinomycetota
Gram Negative	LK1289	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1299	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK1306	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1330	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1333	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1334	0.4444444444444444	9	Micrococcus	Actinomycetota
Gram Negative	LK1335	0.3333333333333333	9	Micrococcus	Actinomycetota
Gram Negative	LK1337	0.0	9	Brevibacterium	Actinomycetota
Gram Negative	LK1340	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1341	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1342	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK1346	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1348	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1349	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1350	0.0	9	Brachybacterium	Actinomycetota
Gram Negative	LK1351	0.0	9	Dermabacter	Actinomycetota
Gram Negative	LK1352	0.0	9	Brachybacterium	Actinomycetota
Gram Negative	LK1353	0.0	9	Dermabacter	Actinomycetota
Gram Negative	LK1355	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1356	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK1359	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1363	1.0	9	Brevibacterium	Actinomycetota
Gram Negative	LK1365	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1366	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1367	0.3333333333333333	9	Corynebacterium	Actinomycetota
Gram Negative	LK1379	0.5555555555555556	9	Micrococcus	Actinomycetota
Gram Negative	LK1380	0.7777777777777778	9	Micrococcus	Actinomycetota
Gram Negative	LK1382	0.8888888888888888	9	Micrococcus	Actinomycetota
Gram Negative	LK1383	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK1384	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK1386	0.0	9	Dermacoccus	Actinomycetota
Gram Negative	LK1387	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1388	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK1390	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK1393	0.4444444444444444	9	Micrococcus	Actinomycetota
Gram Negative	LK1403	0.0	9	Helcococcus	Bacillota
Gram Negative	LK1404	0.0	9	Brachybacterium	Actinomycetota
Gram Negative	LK401	0.3333333333333333	9	Staphylococcus	Bacillota
Gram Negative	LK403	1.0	9	Staphylococcus	Bacillota
Gram Negative	LK405	0.0	9	Enterococcus	Bacillota
Gram Negative	LK407	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK408	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK409	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK411	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK413	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK414	0.2222222222222222	9	Staphylococcus	Bacillota
Gram Negative	LK415	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK419	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK421	0.0	9	Sphingobacterium	Bacteroidota
Gram Negative	LK425	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK426	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK428	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK432	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK434	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK435	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK436	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK438	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK439	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK441	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK442	0.0	9	Klebsiella	Pseudomonadota
Gram Negative	LK443	1.0	9	Micrococcus	Actinomycetota
Gram Negative	LK444	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK445	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK449	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK452	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK454	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK455	0.4444444444444444	9	Micrococcus	Actinomycetota
Gram Negative	LK456	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK457	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK458	1.1111111111111112	9	Klebsiella	Pseudomonadota
Gram Negative	LK459	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK460	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK461	0.0	9	Klebsiella	Pseudomonadota
Gram Negative	LK464	1.0	9	Peribacillus	Bacillota
Gram Negative	LK465	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK466	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK467	0.3333333333333333	9	Micrococcus	Actinomycetota
Gram Negative	LK469	0.0	9	Klebsiella	Pseudomonadota
Gram Negative	LK470	0.7777777777777778	9	Staphylococcus	Bacillota
Gram Negative	LK471	0.5555555555555556	9	Micrococcus	Actinomycetota
Gram Negative	LK473	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK478	0.4444444444444444	9	Kocuria	Actinomycetota
Gram Negative	LK480	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK485	0.0	9	Sphingobacterium	Bacteroidota
Gram Negative	LK486	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK488	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK489	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK490	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK494	0.0	9	Citrobacter	Pseudomonadota
Gram Negative	LK496	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK497	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK500	0.8888888888888888	9	Klebsiella	Pseudomonadota
Gram Negative	LK501	0.0	9	Klebsiella	Pseudomonadota
Gram Negative	LK503	0.0	5	Staphylococcus	Bacillota
Gram Negative	LK504	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK507	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK515	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK516	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK518	0.0	9	Nesterenkonia	Actinomycetota
Gram Negative	LK519	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK522	0.0	9	Dermabacter	Actinomycetota
Gram Negative	LK523	0.2222222222222222	9	Staphylococcus	Bacillota
Gram Negative	LK524	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK525	0.5555555555555556	9	Klebsiella	Pseudomonadota
Gram Negative	LK526	0.0	9	Klebsiella	Pseudomonadota
Gram Negative	LK527	0.0	9	Klebsiella	Pseudomonadota
Gram Negative	LK528	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK529	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK530	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK531	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK533	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK535	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK536	0.0	9	Niallia	Bacillota
Gram Negative	LK538	0.2222222222222222	9	Janibacter	Actinomycetota
Gram Negative	LK541	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK542	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK543	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK544	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK547	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK548	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK549	0.3333333333333333	9	Staphylococcus	Bacillota
Gram Negative	LK550	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK551	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK552	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK553	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK555	0.2222222222222222	9	Staphylococcus	Bacillota
Gram Negative	LK556	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK557	0.0	9	Dermabacter	Actinomycetota
Gram Negative	LK560	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK561	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK567	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK569	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK570	0.4444444444444444	9	Raoultella	Pseudomonadota
Gram Negative	LK571	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK572	0.2222222222222222	9	Kocuria	Actinomycetota
Gram Negative	LK574	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK579	0.2222222222222222	9	Kocuria	Actinomycetota
Gram Negative	LK580	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK581	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK583	0.3333333333333333	9	Klebsiella	Pseudomonadota
Gram Negative	LK585	0.1111111111111111	9	Bacillus	Bacillota
Gram Negative	LK586	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK587	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK588	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK590	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK591	0.2222222222222222	9	Enterobacter	Pseudomonadota
Gram Negative	LK593	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK594	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK595	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK596	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK597	0.7777777777777778	9	Bacillus	Bacillota
Gram Negative	LK600	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK601	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK602	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK603	0.0	9	Bacillus	Bacillota
Gram Negative	LK605	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK606	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK615	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK616	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK617	0.0	9	Helcococcus	Bacillota
Gram Negative	LK619	0.0	9	Klebsiella	Pseudomonadota
Gram Negative	LK620	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK622	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK623	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK625	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK626	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK630	0.0	9	Brachybacterium	Actinomycetota
Gram Negative	LK635	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK636	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK637	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK639	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK657	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK659	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK660	0.0	9	Bacillus	Bacillota
Gram Negative	LK661	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK662	0.0	9	Lysinibacillus	Bacillota
Gram Negative	LK664	0.0	9	Lysinibacillus	Bacillota
Gram Negative	LK665	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK666	0.0	9	Lysinibacillus	Bacillota
Gram Negative	LK668	0.0	9	Lysinibacillus	Bacillota
Gram Negative	LK669	0.0	9	Lysinibacillus	Bacillota
Gram Negative	LK670	0.0	9	Klebsiella	Pseudomonadota
Gram Negative	LK672	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK673	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK674	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK675	0.1111111111111111	9	Lysinibacillus	Bacillota
Gram Negative	LK677	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK679	0.0	9	Janibacter	Actinomycetota
Gram Negative	LK681	0.0	9	Bacillus	Bacillota
Gram Negative	LK683	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK684	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK685	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK686	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK687	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK688	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK690	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK691	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK692	0.2222222222222222	9	Bacillus	Bacillota
Gram Negative	LK693	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK696	1.1111111111111112	9	Bacillus	Bacillota
Gram Negative	LK697	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK698	0.2222222222222222	9	Kocuria	Actinomycetota
Gram Negative	LK704	0.5555555555555556	9	Citrobacter	Pseudomonadota
Gram Negative	LK705	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK712	0.0	9	Niallia	Bacillota
Gram Negative	LK719	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Negative	LK722	0.0	9	Bacillus	Bacillota
Gram Negative	LK724	0.0	9	Lysinibacillus	Bacillota
Gram Negative	LK820	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK821	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK822	0.0	9	Citricoccus	Actinomycetota
Gram Negative	LK823	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK826	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK827	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK832	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK834	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK835	0.3333333333333333	9	Staphylococcus	Bacillota
Gram Negative	LK836	0.0	9	Dermacoccus	Actinomycetota
Gram Negative	LK837	0.2222222222222222	9	Staphylococcus	Bacillota
Gram Negative	LK838	0.0	9	Brevibacterium	Actinomycetota
Gram Negative	LK843	0.2222222222222222	9	Kocuria	Actinomycetota
Gram Negative	LK844	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK845	0.4444444444444444	9	Dietzia	Actinomycetota
Gram Negative	LK847	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK849	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK853	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK854	0.0	9	Kocuria	Actinomycetota
Gram Negative	LK855	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK856	0.1111111111111111	9	Corynebacterium	Actinomycetota
Gram Negative	LK857	0.1111111111111111	9	Staphylococcus	Bacillota
Gram Negative	LK858	1.0	9	Klebsiella	Pseudomonadota
Gram Negative	LK860	0.2222222222222222	9	Rhodocococcus	Actinomycetota
Gram Negative	LK861	0.0	9	Staphylococcus	Bacillota
Gram Negative	LK863	0.1111111111111111	9	Micrococcus	Actinomycetota
Gram Negative	LK864	0.0	9	Bacillus	Bacillota
Gram Negative	LK866	0.1111111111111111	9	Kocuria	Actinomycetota
Gram Negative	LK869	0.4444444444444444	9	Klebsiella	Pseudomonadota
Gram Negative	LK870	0.4444444444444444	9	Brevibacterium	Actinomycetota
Gram Negative	LK871	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK872	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK873	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK874	0.3333333333333333	9	Micrococcus	Actinomycetota
Gram Negative	LK875	0.0	9	Sphingobacterium	Bacteroidota
Gram Negative	LK876	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK877	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK892	0.7777777777777778	9	Micrococcus	Actinomycetota
Gram Negative	LK903	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK911	0.0	9	Micrococcus	Actinomycetota
Gram Negative	LK912	0.0	9	Citricoccus	Actinomycetota
Gram Negative	LK931	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK934	0.2222222222222222	9	Kocuria	Actinomycetota
Gram Negative	LK935	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK936	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK942	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK945	0.0	9	Micromonospora	Actinomycetota
Gram Negative	LK949	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK950	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK951	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK955	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK956	0.0	9	Corynebacterium	Actinomycetota
Gram Negative	LK960	0.4444444444444444	9	Kocuria	Actinomycetota
Gram Negative	LK978	0.6666666666666666	9	Brevibacterium	Actinomycetota
Gram Negative	LK984	0.0	9	Dietzia	Actinomycetota
Gram Negative	LK998	0.2222222222222222	9	Micrococcus	Actinomycetota
Gram Positive	LK1000	0.0	8	Kocuria	Actinomycetota
Gram Positive	LK1002	0.75	8	Micrococcus	Actinomycetota
Gram Positive	LK1003	0.375	8	Staphylococcus	Bacillota
Gram Positive	LK1004	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK1005	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK1006	0.875	8	Dietzia	Actinomycetota
Gram Positive	LK1008	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK1009	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK1011	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK1012	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK1013	0.375	8	Micrococcus	Actinomycetota
Gram Positive	LK1015	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK1017	0.0	8	Dietzia	Actinomycetota
Gram Positive	LK1018	0.5	8	Micrococcus	Actinomycetota
Gram Positive	LK1019	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK1021	0.375	8	Kocuria	Actinomycetota
Gram Positive	LK1022	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK1024	0.0	8	Brachybacterium	Actinomycetota
Gram Positive	LK1026	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK1027	0.875	8	Brevibacterium	Actinomycetota
Gram Positive	LK1030	0.5	8	Corynebacterium	Actinomycetota
Gram Positive	LK1031	0.125	8	Dietzia	Actinomycetota
Gram Positive	LK1034	0.0	8	Paenibacillus	Bacillota
Gram Positive	LK1036	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1041	0.125	8	Corynebacterium	Actinomycetota
Gram Positive	LK1045	0.0	8	Brachybacterium	Actinomycetota
Gram Positive	LK1046	0.25	8	Dietzia	Actinomycetota
Gram Positive	LK1049	0.125	8	Micrococcus	Actinomycetota
Gram Positive	LK1053	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK1054	0.25	8	Gordonia	Actinomycetota
Gram Positive	LK1055	0.125	8	Kocuria	Actinomycetota
Gram Positive	LK1056	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK1059	0.25	8	Corynebacterium	Actinomycetota
Gram Positive	LK1060	0.0	8	Kocuria	Actinomycetota
Gram Positive	LK1063	0.0	6	Dietzia	Actinomycetota
Gram Positive	LK1072	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1073	0.3333333333333333	6	Micrococcus	Actinomycetota
Gram Positive	LK1075	0.16666666666666666	6	Micrococcus	Actinomycetota
Gram Positive	LK1076	0.16666666666666666	6	Micrococcus	Actinomycetota
Gram Positive	LK1077	0.16666666666666666	6	Dermabacter	Actinomycetota
Gram Positive	LK1080	0.0	8	Dermabacter	Actinomycetota
Gram Positive	LK1081	0.0	6	Rothia	Actinomycetota
Gram Positive	LK1082	0.125	8	Dermabacter	Actinomycetota
Gram Positive	LK1083	0.0	6	Rothia	Actinomycetota
Gram Positive	LK1084	0.0	6	Corynebacterium	Actinomycetota
Gram Positive	LK1085	0.0	8	Brachybacterium	Actinomycetota
Gram Positive	LK1086	0.5	6	Rothia	Actinomycetota
Gram Positive	LK1090	1.0	6	Micrococcus	Actinomycetota
Gram Positive	LK1091	0.0	8	Micrococcus	Actinomycetota
Gram Positive	LK1092	0.16666666666666666	6	Dietzia	Actinomycetota
Gram Positive	LK1093	0.8333333333333334	6	Kocuria	Actinomycetota
Gram Positive	LK1094	1.0	8	Brevibacterium	Actinomycetota
Gram Positive	LK1095	0.5	6	Staphylococcus	Bacillota
Gram Positive	LK1096	0.8333333333333334	6	Staphylococcus	Bacillota
Gram Positive	LK1098	0.625	8	Morganella	Pseudomonadota
Gram Positive	LK1099	0.3333333333333333	6	Micrococcus	Actinomycetota
Gram Positive	LK1102	0.16666666666666666	6	Oceanobacillus	Bacillota
Gram Positive	LK1103	0.0	6	Micrococcus	Actinomycetota
Gram Positive	LK1106	0.3333333333333333	6	Micrococcus	Actinomycetota
Gram Positive	LK1110	0.8333333333333334	6	Staphylococcus	Bacillota
Gram Positive	LK1112	0.25	8	Rothia	Actinomycetota
Gram Positive	LK1113	0.25	8	Micrococcus	Actinomycetota
Gram Positive	LK1116	0.6666666666666666	6	Staphylococcus	Bacillota
Gram Positive	LK1117	0.8333333333333334	6	Micrococcus	Actinomycetota
Gram Positive	LK1118	0.75	8	Microbacterium	Actinomycetota
Gram Positive	LK1120	0.125	8	Kocuria	Actinomycetota
Gram Positive	LK1127	0.125	8	Bacillus	Bacillota
Gram Positive	LK1128	1.125	8	Dermacoccus	Actinomycetota
Gram Positive	LK1136	0.625	8	Staphylococcus	Bacillota
Gram Positive	LK1137	0.25	8	Staphylococcus	Bacillota
Gram Positive	LK1138	0.875	8	Staphylococcus	Bacillota
Gram Positive	LK1139	0.5	8	Escherichia	Pseudomonadota
