metagenome	body_site	body_site_type	database	value
LKMN002-3-27-S230	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	39.77
LKMN002-3-27-S230	Vf	Rarely Moist	6. EPIC + SMGC	59.10
LKMN002-3-27-S230	Vf	Rarely Moist	1. EPIC	29.82
LKMN002-3-27-S230	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	37.29
LKMB002-2-012-S103	Al	Sebaceous	2. SBCC	24.97
LKMB002-2-012-S103	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	93.83
LKMB002-2-012-S103	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	94.34
LKMB002-2-012-S103	Al	Sebaceous	6. EPIC + SMGC	94.02
LKMB002-2-012-S103	Al	Sebaceous	1. EPIC	25.78
LKMB002-2-012-S103	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	94.21
LKMB002-2-004-S163	Al	Sebaceous	2. SBCC	25.30
LKMB002-2-004-S163	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	90.53
LKMB002-2-004-S163	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	91.24
LKMB002-2-004-S163	Al	Sebaceous	6. EPIC + SMGC	92.13
LKMB002-2-004-S163	Al	Sebaceous	1. EPIC	26.36
LKMB002-2-004-S163	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	91.10
LKMN002-3-58-S257	Al	Sebaceous	2. SBCC	22.38
LKMN002-3-58-S257	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	73.32
LKMN002-3-58-S257	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	74.53
LKMN002-3-58-S257	Al	Sebaceous	6. EPIC + SMGC	85.21
LKMN002-3-58-S257	Al	Sebaceous	1. EPIC	23.72
LKMN002-3-58-S257	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	74.28
LKMB002-1-36-S40	Oc	Sebaceous	2. SBCC	23.74
LKMB002-1-36-S40	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	91.14
LKMB002-1-36-S40	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	91.52
LKMB002-1-36-S40	Oc	Sebaceous	6. EPIC + SMGC	91.41
LKMB002-1-36-S40	Oc	Sebaceous	1. EPIC	24.33
LKMB002-1-36-S40	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	91.28
LKMB002-1-72-S71	Af	Rarely Moist	2. SBCC	13.58
LKMB002-1-72-S71	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	17.01
LKMB002-1-72-S71	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	25.52
LKMB002-1-72-S71	Af	Rarely Moist	6. EPIC + SMGC	44.93
LKMB002-1-72-S71	Af	Rarely Moist	1. EPIC	19.48
LKMB002-1-72-S71	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	22.89
LKMB002-2-060-S151	Al	Sebaceous	2. SBCC	22.47
LKMB002-2-060-S151	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	84.25
LKMB002-2-060-S151	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	84.53
LKMB002-2-060-S151	Al	Sebaceous	6. EPIC + SMGC	93.76
LKMB002-2-060-S151	Al	Sebaceous	1. EPIC	22.57
LKMB002-2-060-S151	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	83.92
LKMN002-3-87-S286	Ba	Sebaceous	2. SBCC	26.14
LKMN002-3-87-S286	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	81.31
LKMN002-3-87-S286	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	89.98
LKMN002-3-87-S286	Ba	Sebaceous	6. EPIC + SMGC	95.72
LKMN002-3-87-S286	Ba	Sebaceous	1. EPIC	34.77
LKMN002-3-87-S286	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	89.51
LKMB002-1-25-S29	Tw	Moist	2. SBCC	81.86
LKMB002-1-25-S29	Tw	Moist	4. SBCC + C. acnes ATCC 6919	81.99
LKMB002-1-25-S29	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	88.46
LKMB002-1-25-S29	Tw	Moist	6. EPIC + SMGC	93.49
LKMB002-1-25-S29	Tw	Moist	1. EPIC	62.92
LKMB002-1-25-S29	Tw	Moist	3. EPIC + C. acnes ATCC 6919	63.06
LKMB002-1-96-S95	Af	Rarely Moist	2. SBCC	20.03
LKMB002-1-96-S95	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	62.12
LKMB002-1-96-S95	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	69.36
LKMB002-1-96-S95	Af	Rarely Moist	6. EPIC + SMGC	79.45
LKMB002-1-96-S95	Af	Rarely Moist	1. EPIC	26.41
LKMB002-1-96-S95	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	68.20
LKMB002-2-088-S195	Ba	Sebaceous	2. SBCC	19.95
LKMB002-2-088-S195	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	44.54
LKMB002-2-088-S195	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	46.07
LKMB002-2-088-S195	Ba	Sebaceous	6. EPIC + SMGC	87.37
LKMB002-2-088-S195	Ba	Sebaceous	1. EPIC	20.89
LKMB002-2-088-S195	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	45.17
LKMB002-2-018-S109	Um	Moist	2. SBCC	19.14
LKMB002-2-018-S109	Um	Moist	4. SBCC + C. acnes ATCC 6919	19.28
LKMB002-2-018-S109	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	37.20
LKMB002-2-018-S109	Um	Moist	6. EPIC + SMGC	62.45
LKMB002-2-018-S109	Um	Moist	1. EPIC	31.91
LKMB002-2-018-S109	Um	Moist	3. EPIC + C. acnes ATCC 6919	32.03
LKMN002-3-83-S282	Tw	Moist	2. SBCC	62.86
LKMN002-3-83-S282	Tw	Moist	4. SBCC + C. acnes ATCC 6919	63.08
LKMN002-3-83-S282	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	65.88
LKMN002-3-83-S282	Tw	Moist	6. EPIC + SMGC	91.47
LKMN002-3-83-S282	Tw	Moist	1. EPIC	35.24
LKMN002-3-83-S282	Tw	Moist	3. EPIC + C. acnes ATCC 6919	35.47
LKMB002-1-31-S35	Af	Rarely Moist	2. SBCC	13.93
LKMB002-1-31-S35	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	31.65
LKMB002-1-31-S35	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	34.15
LKMB002-1-31-S35	Af	Rarely Moist	6. EPIC + SMGC	63.38
LKMB002-1-31-S35	Af	Rarely Moist	1. EPIC	13.63
LKMB002-1-31-S35	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	31.21
LKMN002-3-04-S207	Um	Moist	2. SBCC	56.32
LKMN002-3-04-S207	Um	Moist	4. SBCC + C. acnes ATCC 6919	62.03
LKMN002-3-04-S207	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	71.90
LKMN002-3-04-S207	Um	Moist	6. EPIC + SMGC	83.45
LKMN002-3-04-S207	Um	Moist	1. EPIC	62.05
LKMN002-3-04-S207	Um	Moist	3. EPIC + C. acnes ATCC 6919	67.72
LKMN002-3-61-S260	Ba	Sebaceous	2. SBCC	22.64
LKMN002-3-61-S260	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	92.54
LKMN002-3-61-S260	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	92.74
LKMN002-3-61-S260	Ba	Sebaceous	6. EPIC + SMGC	92.17
LKMN002-3-61-S260	Ba	Sebaceous	1. EPIC	23.27
LKMN002-3-61-S260	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	92.66
LKMB002-2-016-S107	Vf	Rarely Moist	2. SBCC	18.36
LKMB002-2-016-S107	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	37.87
LKMB002-2-016-S107	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	45.28
LKMB002-2-016-S107	Vf	Rarely Moist	6. EPIC + SMGC	75.12
LKMB002-2-016-S107	Vf	Rarely Moist	1. EPIC	23.89
LKMB002-2-016-S107	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	43.27
LKMB002-1-48-S52	Um	Moist	2. SBCC	14.26
LKMB002-1-48-S52	Um	Moist	4. SBCC + C. acnes ATCC 6919	17.34
LKMB002-1-48-S52	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	48.81
LKMB002-1-48-S52	Um	Moist	6. EPIC + SMGC	77.36
LKMB002-1-48-S52	Um	Moist	1. EPIC	43.93
LKMB002-1-48-S52	Um	Moist	3. EPIC + C. acnes ATCC 6919	46.98
LKMB002-1-87-S86	Vf	Rarely Moist	2. SBCC	24.11
LKMB002-1-87-S86	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	52.46
LKMB002-1-87-S86	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	60.54
LKMB002-1-87-S86	Vf	Rarely Moist	6. EPIC + SMGC	75.91
LKMB002-1-87-S86	Vf	Rarely Moist	1. EPIC	28.57
LKMB002-1-87-S86	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	56.72
LKMB002-1-09-S13	Al	Sebaceous	2. SBCC	20.30
LKMB002-1-09-S13	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	55.67
LKMB002-1-09-S13	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	64.08
LKMB002-1-09-S13	Al	Sebaceous	6. EPIC + SMGC	87.17
LKMB002-1-09-S13	Al	Sebaceous	1. EPIC	28.36
LKMB002-1-09-S13	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	63.45
LKMN002-3-89-S288	Af	Rarely Moist	2. SBCC	34.46
LKMN002-3-89-S288	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	48.31
LKMN002-3-89-S288	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	79.56
LKMN002-3-89-S288	Af	Rarely Moist	6. EPIC + SMGC	90.89
LKMN002-3-89-S288	Af	Rarely Moist	1. EPIC	63.82
LKMN002-3-89-S288	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	77.56
LKMN002-3-10-S213	Vf	Rarely Moist	2. SBCC	21.92
LKMN002-3-10-S213	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	62.39
LKMN002-3-10-S213	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	71.53
LKMN002-3-10-S213	Vf	Rarely Moist	6. EPIC + SMGC	84.39
LKMN002-3-10-S213	Vf	Rarely Moist	1. EPIC	30.21
LKMN002-3-10-S213	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	70.40
LKMB002-1-02-S6	Na	Moist	2. SBCC	35.63
LKMB002-1-02-S6	Na	Moist	4. SBCC + C. acnes ATCC 6919	62.50
LKMB002-1-02-S6	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	65.95
LKMB002-1-02-S6	Na	Moist	6. EPIC + SMGC	77.42
LKMB002-1-02-S6	Na	Moist	1. EPIC	37.25
LKMB002-1-02-S6	Na	Moist	3. EPIC + C. acnes ATCC 6919	63.91
LKMN002-3-23-S226	Al	Sebaceous	2. SBCC	26.48
LKMN002-3-23-S226	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	68.60
LKMN002-3-23-S226	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	71.59
LKMN002-3-23-S226	Al	Sebaceous	6. EPIC + SMGC	89.23
LKMN002-3-23-S226	Al	Sebaceous	1. EPIC	28.69
LKMN002-3-23-S226	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	70.49
LKMB002-2-058-S149	Um	Moist	2. SBCC	80.91
LKMB002-2-058-S149	Um	Moist	4. SBCC + C. acnes ATCC 6919	81.85
LKMB002-2-058-S149	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	86.31
LKMB002-2-058-S149	Um	Moist	6. EPIC + SMGC	93.96
LKMB002-2-058-S149	Um	Moist	1. EPIC	73.67
LKMB002-2-058-S149	Um	Moist	3. EPIC + C. acnes ATCC 6919	74.60
LKMB002-1-11-S15	Oc	Sebaceous	2. SBCC	24.87
LKMB002-1-11-S15	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	77.53
LKMB002-1-11-S15	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	81.44
LKMB002-1-11-S15	Oc	Sebaceous	6. EPIC + SMGC	93.25
LKMB002-1-11-S15	Oc	Sebaceous	1. EPIC	28.71
LKMB002-1-11-S15	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	80.98
LKMB002-1-18-S22	Na	Moist	2. SBCC	45.31
LKMB002-1-18-S22	Na	Moist	4. SBCC + C. acnes ATCC 6919	62.52
LKMB002-1-18-S22	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	66.36
LKMB002-1-18-S22	Na	Moist	6. EPIC + SMGC	81.50
LKMB002-1-18-S22	Na	Moist	1. EPIC	38.31
LKMB002-1-18-S22	Na	Moist	3. EPIC + C. acnes ATCC 6919	55.40
LKMN002-3-71-S270	Vf	Rarely Moist	2. SBCC	13.19
LKMN002-3-71-S270	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	36.42
LKMN002-3-71-S270	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	38.79
LKMN002-3-71-S270	Vf	Rarely Moist	6. EPIC + SMGC	60.54
LKMN002-3-71-S270	Vf	Rarely Moist	1. EPIC	12.97
LKMN002-3-71-S270	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	36.04
LKMN002-3-40-S167	Al	Sebaceous	2. SBCC	25.33
LKMN002-3-40-S167	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	88.09
LKMN002-3-40-S167	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	88.55
LKMN002-3-40-S167	Al	Sebaceous	6. EPIC + SMGC	95.31
LKMN002-3-40-S167	Al	Sebaceous	1. EPIC	25.95
LKMN002-3-40-S167	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	88.26
LKMN002-3-55-S254	Um	Moist	2. SBCC	83.25
LKMN002-3-55-S254	Um	Moist	4. SBCC + C. acnes ATCC 6919	84.21
LKMN002-3-55-S254	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	87.31
LKMN002-3-55-S254	Um	Moist	6. EPIC + SMGC	91.38
LKMN002-3-55-S254	Um	Moist	1. EPIC	73.21
LKMN002-3-55-S254	Um	Moist	3. EPIC + C. acnes ATCC 6919	74.16
LKMB002-2-082-S189	Af	Rarely Moist	2. SBCC	81.75
LKMB002-2-082-S189	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	87.71
LKMB002-2-082-S189	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	91.25
LKMB002-2-082-S189	Af	Rarely Moist	6. EPIC + SMGC	93.47
LKMB002-2-082-S189	Af	Rarely Moist	1. EPIC	83.95
LKMB002-2-082-S189	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	89.87
LKMN002-3-22-S225	Tw	Moist	2. SBCC	18.14
LKMN002-3-22-S225	Tw	Moist	4. SBCC + C. acnes ATCC 6919	21.96
LKMN002-3-22-S225	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	26.73
LKMN002-3-22-S225	Tw	Moist	6. EPIC + SMGC	48.17
LKMN002-3-22-S225	Tw	Moist	1. EPIC	18.71
LKMN002-3-22-S225	Tw	Moist	3. EPIC + C. acnes ATCC 6919	22.50
LKMB002-2-061-S152	Na	Moist	2. SBCC	36.19
LKMB002-2-061-S152	Na	Moist	4. SBCC + C. acnes ATCC 6919	62.33
LKMB002-2-061-S152	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	65.84
LKMB002-2-061-S152	Na	Moist	6. EPIC + SMGC	75.30
LKMB002-2-061-S152	Na	Moist	1. EPIC	38.34
LKMB002-2-061-S152	Na	Moist	3. EPIC + C. acnes ATCC 6919	64.27
LKMB002-1-19-S23	Oc	Sebaceous	2. SBCC	18.27
LKMB002-1-19-S23	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	55.50
LKMB002-1-19-S23	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	59.86
LKMB002-1-19-S23	Oc	Sebaceous	6. EPIC + SMGC	71.45
LKMB002-1-19-S23	Oc	Sebaceous	1. EPIC	21.75
LKMB002-1-19-S23	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	58.69
LKMB002-2-049-S140	Ba	Sebaceous	2. SBCC	19.40
LKMB002-2-049-S140	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	32.13
LKMB002-2-049-S140	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	49.43
LKMB002-2-049-S140	Ba	Sebaceous	6. EPIC + SMGC	67.22
LKMB002-2-049-S140	Ba	Sebaceous	1. EPIC	34.24
LKMB002-2-049-S140	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	46.88
LKMN002-3-02-S205	Vf	Rarely Moist	2. SBCC	18.73
LKMN002-3-02-S205	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	41.33
LKMN002-3-02-S205	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	47.14
LKMN002-3-02-S205	Vf	Rarely Moist	6. EPIC + SMGC	65.61
LKMN002-3-02-S205	Vf	Rarely Moist	1. EPIC	22.26
LKMN002-3-02-S205	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	44.69
LKMN002-3-11-S214	Af	Rarely Moist	2. SBCC	25.60
LKMN002-3-11-S214	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	64.25
LKMN002-3-11-S214	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	71.29
LKMN002-3-11-S214	Af	Rarely Moist	6. EPIC + SMGC	82.43
LKMN002-3-11-S214	Af	Rarely Moist	1. EPIC	31.65
LKMN002-3-11-S214	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	70.03
LKMB002-2-053-S144	Na	Moist	2. SBCC	62.11
LKMB002-2-053-S144	Na	Moist	4. SBCC + C. acnes ATCC 6919	67.47
LKMB002-2-053-S144	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	74.73
LKMB002-2-053-S144	Na	Moist	6. EPIC + SMGC	92.11
LKMB002-2-053-S144	Na	Moist	1. EPIC	68.27
LKMB002-2-053-S144	Na	Moist	3. EPIC + C. acnes ATCC 6919	73.59
LKMB002-1-65-S64	Um	Moist	2. SBCC	22.84
LKMB002-1-65-S64	Um	Moist	4. SBCC + C. acnes ATCC 6919	23.33
LKMB002-1-65-S64	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	33.29
LKMB002-1-65-S64	Um	Moist	6. EPIC + SMGC	46.36
LKMB002-1-65-S64	Um	Moist	1. EPIC	26.35
LKMB002-1-65-S64	Um	Moist	3. EPIC + C. acnes ATCC 6919	26.83
LKMN002-3-09-S212	Ba	Sebaceous	2. SBCC	22.46
LKMN002-3-09-S212	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	91.60
LKMN002-3-09-S212	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	92.20
LKMN002-3-09-S212	Ba	Sebaceous	6. EPIC + SMGC	92.96
LKMN002-3-09-S212	Ba	Sebaceous	1. EPIC	23.17
LKMN002-3-09-S212	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	91.80
LKMB002-1-88-S87	Af	Rarely Moist	2. SBCC	16.90
LKMB002-1-88-S87	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	38.39
LKMB002-1-88-S87	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	43.55
LKMB002-1-88-S87	Af	Rarely Moist	6. EPIC + SMGC	55.13
LKMB002-1-88-S87	Af	Rarely Moist	1. EPIC	20.51
LKMB002-1-88-S87	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	41.84
LKMB002-1-62-S61	Ba	Sebaceous	2. SBCC	16.17
LKMB002-1-62-S61	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	19.52
LKMB002-1-62-S61	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	28.78
LKMB002-1-62-S61	Ba	Sebaceous	6. EPIC + SMGC	62.65
LKMB002-1-62-S61	Ba	Sebaceous	1. EPIC	22.09
LKMB002-1-62-S61	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	25.42
LKMB002-1-82-S81	Tw	Moist	2. SBCC	86.28
LKMB002-1-82-S81	Tw	Moist	4. SBCC + C. acnes ATCC 6919	86.31
LKMB002-1-82-S81	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	94.36
LKMB002-1-82-S81	Tw	Moist	6. EPIC + SMGC	96.06
LKMB002-1-82-S81	Tw	Moist	1. EPIC	92.11
LKMB002-1-82-S81	Tw	Moist	3. EPIC + C. acnes ATCC 6919	92.14
LKMB002-2-063-S154	Ba	Sebaceous	2. SBCC	15.35
LKMB002-2-063-S154	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	39.84
LKMB002-2-063-S154	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	43.53
LKMB002-2-063-S154	Ba	Sebaceous	6. EPIC + SMGC	52.75
LKMB002-2-063-S154	Ba	Sebaceous	1. EPIC	18.00
LKMB002-2-063-S154	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	42.31
LKMN002-3-24-S227	Na	Moist	2. SBCC	36.81
LKMN002-3-24-S227	Na	Moist	4. SBCC + C. acnes ATCC 6919	41.94
LKMN002-3-24-S227	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	45.46
LKMN002-3-24-S227	Na	Moist	6. EPIC + SMGC	81.37
LKMN002-3-24-S227	Na	Moist	1. EPIC	37.79
LKMN002-3-24-S227	Na	Moist	3. EPIC + C. acnes ATCC 6919	42.89
LKMB002-2-030-S121	Oc	Sebaceous	2. SBCC	25.63
LKMB002-2-030-S121	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	77.11
LKMB002-2-030-S121	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	79.24
LKMB002-2-030-S121	Oc	Sebaceous	6. EPIC + SMGC	85.60
LKMB002-2-030-S121	Oc	Sebaceous	1. EPIC	27.77
LKMB002-2-030-S121	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	78.90
LKMB002-1-29-S33	Ba	Sebaceous	2. SBCC	15.30
LKMB002-1-29-S33	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	39.99
LKMB002-1-29-S33	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	44.03
LKMB002-1-29-S33	Ba	Sebaceous	6. EPIC + SMGC	61.97
LKMB002-1-29-S33	Ba	Sebaceous	1. EPIC	16.64
LKMB002-1-29-S33	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	41.15
LKMB002-1-95-S94	Vf	Rarely Moist	2. SBCC	24.82
LKMB002-1-95-S94	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	47.96
LKMB002-1-95-S94	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	71.10
LKMB002-1-95-S94	Vf	Rarely Moist	6. EPIC + SMGC	80.03
LKMB002-1-95-S94	Vf	Rarely Moist	1. EPIC	47.08
LKMB002-1-95-S94	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	70.05
LKMB002-2-034-S125	Um	Moist	2. SBCC	34.89
LKMB002-2-034-S125	Um	Moist	4. SBCC + C. acnes ATCC 6919	35.42
LKMB002-2-034-S125	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	41.52
LKMB002-2-034-S125	Um	Moist	6. EPIC + SMGC	64.82
LKMB002-2-034-S125	Um	Moist	1. EPIC	31.31
LKMB002-2-034-S125	Um	Moist	3. EPIC + C. acnes ATCC 6919	31.85
LKMB002-2-041-S132	Vf	Rarely Moist	2. SBCC	22.61
LKMB002-2-041-S132	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	45.94
LKMB002-2-041-S132	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	48.90
LKMB002-2-041-S132	Vf	Rarely Moist	6. EPIC + SMGC	68.91
LKMB002-2-041-S132	Vf	Rarely Moist	1. EPIC	21.92
LKMB002-2-041-S132	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	45.09
LKMB002-1-43-S47	Na	Moist	2. SBCC	38.42
LKMB002-1-43-S47	Na	Moist	4. SBCC + C. acnes ATCC 6919	41.37
LKMB002-1-43-S47	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	45.88
LKMB002-1-43-S47	Na	Moist	6. EPIC + SMGC	63.47
LKMB002-1-43-S47	Na	Moist	1. EPIC	41.31
LKMB002-1-43-S47	Na	Moist	3. EPIC + C. acnes ATCC 6919	44.24
LKMB002-2-040-S131	Ba	Sebaceous	2. SBCC	24.04
LKMB002-2-040-S131	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	89.10
LKMB002-2-040-S131	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	89.53
LKMB002-2-040-S131	Ba	Sebaceous	6. EPIC + SMGC	91.07
LKMB002-2-040-S131	Ba	Sebaceous	1. EPIC	24.63
LKMB002-2-040-S131	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	89.21
LKMB002-2-033-S124	Af	Rarely Moist	2. SBCC	17.03
LKMB002-2-033-S124	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	44.29
LKMB002-2-033-S124	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	53.62
LKMB002-2-033-S124	Af	Rarely Moist	6. EPIC + SMGC	60.33
LKMB002-2-033-S124	Af	Rarely Moist	1. EPIC	25.26
LKMB002-2-033-S124	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	52.32
LKMB002-2-089-S196	Vf	Rarely Moist	2. SBCC	12.08
LKMB002-2-089-S196	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	25.61
LKMB002-2-089-S196	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	29.05
LKMB002-2-089-S196	Vf	Rarely Moist	6. EPIC + SMGC	74.18
LKMB002-2-089-S196	Vf	Rarely Moist	1. EPIC	14.34
LKMB002-2-089-S196	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	27.75
LKMN002-3-42-S241	Oc	Sebaceous	2. SBCC	24.55
LKMN002-3-42-S241	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	86.30
LKMN002-3-42-S241	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	87.93
LKMN002-3-42-S241	Oc	Sebaceous	6. EPIC + SMGC	92.94
LKMN002-3-42-S241	Oc	Sebaceous	1. EPIC	26.41
LKMN002-3-42-S241	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	87.69
LKMB002-2-068-S175	Al	Sebaceous	2. SBCC	18.72
LKMB002-2-068-S175	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	57.29
LKMB002-2-068-S175	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	58.18
LKMB002-2-068-S175	Al	Sebaceous	6. EPIC + SMGC	91.91
