Sample	SampleSubject	SampleBodySite	Taxa	Estimated_Reads
LKMN002-3-08_S211	S025	Sebaceous_Oc	Other	665616.37296
LKMB002-2-063_S154	S020	Sebaceous_Ba	Cutibacterium	3435710.27162
LKMB002-2-063_S154	S020	Sebaceous_Ba	Micrococcus	365527.49266
LKMB002-2-063_S154	S020	Sebaceous_Ba	Staphylococcus	204618.69208
LKMB002-2-063_S154	S020	Sebaceous_Ba	Corynebacterium	130734.87548
LKMB002-2-063_S154	S020	Sebaceous_Ba	Other	1503394.66816
LKMB002-2-034_S125	S016	Moist_Um	Corynebacterium	16416933.8069
LKMB002-2-034_S125	S016	Moist_Um	Cutibacterium	2825184.55968
LKMB002-2-034_S125	S016	Moist_Um	Staphylococcus	65143.116
LKMB002-2-034_S125	S016	Moist_Um	Micrococcus	34453.47024
LKMB002-2-034_S125	S016	Moist_Um	Other	9610781.0472
LKMB002-1-86_S85	S009	Sebaceous_Ba	Cutibacterium	11186818.4208
LKMB002-1-86_S85	S009	Sebaceous_Ba	Micrococcus	1599256.39456
LKMB002-1-86_S85	S009	Sebaceous_Ba	Corynebacterium	537015.83584
LKMB002-1-86_S85	S009	Sebaceous_Ba	Staphylococcus	449276.08352
LKMB002-1-86_S85	S009	Sebaceous_Ba	Other	3567505.26528
LKMN002-3-07_S210	S025	Moist_Na	Corynebacterium	3962113.2642
LKMN002-3-07_S210	S025	Moist_Na	Cutibacterium	202111.11414
LKMN002-3-07_S210	S025	Moist_Na	Staphylococcus	2889.17772
LKMN002-3-07_S210	S025	Moist_Na	Micrococcus	1269.48718
LKMN002-3-07_S210	S025	Moist_Na	Other	209158.95676
LKMN002-3-42_S241	S029	Sebaceous_Oc	Cutibacterium	18206909.8504
LKMN002-3-42_S241	S029	Sebaceous_Oc	Micrococcus	392132.8191
LKMN002-3-42_S241	S029	Sebaceous_Oc	Staphylococcus	328543.7133
LKMN002-3-42_S241	S029	Sebaceous_Oc	Corynebacterium	26591.80788
LKMN002-3-42_S241	S029	Sebaceous_Oc	Other	315247.80936
LKMB002-2-067_S174	S020	Moist_Tw	Staphylococcus	22278129.3712
LKMB002-2-067_S174	S020	Moist_Tw	Corynebacterium	2329014.9658
LKMB002-2-067_S174	S020	Moist_Tw	Micrococcus	366548.1694
LKMB002-2-067_S174	S020	Moist_Tw	Cutibacterium	96833.9744
LKMB002-2-067_S174	S020	Moist_Tw	Other	1243053.5192
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Cutibacterium	1601381.61216
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Corynebacterium	45836.51072
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Micrococcus	20997.90704
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Staphylococcus	17597.94608
LKMN002-3-62_S261	S031	Rarely_Moist_Vf	Other	1462298.024
LKMN002-3-82_S281	S034	Moist_Um	Corynebacterium	1270533.033
LKMN002-3-82_S281	S034	Moist_Um	Cutibacterium	948126.87288
LKMN002-3-82_S281	S034	Moist_Um	Staphylococcus	729783.41832
LKMN002-3-82_S281	S034	Moist_Um	Micrococcus	259215.62832
LKMN002-3-82_S281	S034	Moist_Um	Other	10237135.0475
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Cutibacterium	626473.02228
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Staphylococcus	489608.08134
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Corynebacterium	126803.77878
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Micrococcus	26177.09556
LKMB002-2-017_S108	S015	Rarely_Moist_Af	Other	237100.02204
LKMB002-1-79_S78	S010	Rarely_Moist_Vf	Staphylococcus	145720.88102
LKMB002-1-79_S78	S010	Rarely_Moist_Vf	Cutibacterium	125434.00474
LKMB002-1-79_S78	S010	Rarely_Moist_Vf	Corynebacterium	68232.82994
LKMB002-1-79_S78	S010	Rarely_Moist_Vf	Micrococcus	35137.86452
LKMB002-1-79_S78	S010	Rarely_Moist_Vf	Other	1401908.41978
LKMN002-3-58_S257	S031	Sebaceous_Al	Cutibacterium	19497275.1002
LKMN002-3-58_S257	S031	Sebaceous_Al	Staphylococcus	547719.98632
LKMN002-3-58_S257	S031	Sebaceous_Al	Corynebacterium	52414.49096
LKMN002-3-58_S257	S031	Sebaceous_Al	Micrococcus	3433.2636
LKMN002-3-58_S257	S031	Sebaceous_Al	Other	2787581.15896
LKMB002-2-085_S192	S023	Sebaceous_Al	Cutibacterium	17026334.0311
LKMB002-2-085_S192	S023	Sebaceous_Al	Staphylococcus	209619.20782
LKMB002-2-085_S192	S023	Sebaceous_Al	Corynebacterium	23681.60512
LKMB002-2-085_S192	S023	Sebaceous_Al	Micrococcus	3145.21318
LKMB002-2-085_S192	S023	Sebaceous_Al	Other	1238473.94276
LKMN002-3-21_S224	S026	Moist_Um	Corynebacterium	1150636.6998
LKMN002-3-21_S224	S026	Moist_Um	Cutibacterium	56000.6622
LKMN002-3-21_S224	S026	Moist_Um	Staphylococcus	44247.4368
LKMN002-3-21_S224	S026	Moist_Um	Micrococcus	8682.7461
LKMN002-3-21_S224	S026	Moist_Um	Other	773862.4551
LKMN002-3-52_S251	S030	Sebaceous_Ba	Micrococcus	2637362.98266
LKMN002-3-52_S251	S030	Sebaceous_Ba	Corynebacterium	1820662.81628
LKMN002-3-52_S251	S030	Sebaceous_Ba	Staphylococcus	1054513.55968
LKMN002-3-52_S251	S030	Sebaceous_Ba	Cutibacterium	570752.14392
LKMN002-3-52_S251	S030	Sebaceous_Ba	Other	2217350.49746
LKMB002-1-47_S51	S007	Rarely_Moist_Af	Cutibacterium	5505960.1816
LKMB002-1-47_S51	S007	Rarely_Moist_Af	Corynebacterium	1942076.7092
LKMB002-1-47_S51	S007	Rarely_Moist_Af	Staphylococcus	1513988.1374
LKMB002-1-47_S51	S007	Rarely_Moist_Af	Micrococcus	143702.2742
LKMB002-1-47_S51	S007	Rarely_Moist_Af	Other	7662332.6976
LKMB002-2-065_S172	S020	Rarely_Moist_Af	Cutibacterium	8251028.342
LKMB002-2-065_S172	S020	Rarely_Moist_Af	Micrococcus	775664.622
LKMB002-2-065_S172	S020	Rarely_Moist_Af	Staphylococcus	286345.585
LKMB002-2-065_S172	S020	Rarely_Moist_Af	Corynebacterium	107787.454
LKMB002-2-065_S172	S020	Rarely_Moist_Af	Other	1830473.997
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Cutibacterium	2024988.3685
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Micrococcus	422600.876
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Corynebacterium	191728.4055
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Staphylococcus	115029.292
LKMB002-2-024_S115	S014	Rarely_Moist_Vf	Other	1121303.058
LKMB002-2-013_S104	S015	Moist_Na	Cutibacterium	153187.37604
LKMB002-2-013_S104	S015	Moist_Na	Corynebacterium	55254.5022
LKMB002-2-013_S104	S015	Moist_Na	Staphylococcus	19608.09642
LKMB002-2-013_S104	S015	Moist_Na	Micrococcus	1328.72808
LKMB002-2-013_S104	S015	Moist_Na	Other	238483.29726
LKMB002-1-01_S5	S001	Sebaceous_Al	Cutibacterium	36783479.2967
LKMB002-1-01_S5	S001	Sebaceous_Al	Staphylococcus	276109.74096
LKMB002-1-01_S5	S001	Sebaceous_Al	Micrococcus	39167.25258
LKMB002-1-01_S5	S001	Sebaceous_Al	Corynebacterium	21716.49648
LKMB002-1-01_S5	S001	Sebaceous_Al	Other	1658985.21324
LKMB002-2-070_S177	S021	Sebaceous_Oc	Cutibacterium	10798045.8291
LKMB002-2-070_S177	S021	Sebaceous_Oc	Staphylococcus	1631114.80576
LKMB002-2-070_S177	S021	Sebaceous_Oc	Micrococcus	516373.43296
LKMB002-2-070_S177	S021	Sebaceous_Oc	Corynebacterium	314815.02976
LKMB002-2-070_S177	S021	Sebaceous_Oc	Other	14162562.9024
LKMB002-1-40_S44	S005	Moist_Um	Cutibacterium	8924974.1178
LKMB002-1-40_S44	S005	Moist_Um	Corynebacterium	3724536.1452
LKMB002-1-40_S44	S005	Moist_Um	Micrococcus	1243952.8608
LKMB002-1-40_S44	S005	Moist_Um	Staphylococcus	1028156.3292
LKMB002-1-40_S44	S005	Moist_Um	Other	6614960.547
LKMB002-2-060_S151	S020	Sebaceous_Al	Cutibacterium	32230906.3548
LKMB002-2-060_S151	S020	Sebaceous_Al	Staphylococcus	29112.69156
LKMB002-2-060_S151	S020	Sebaceous_Al	Micrococcus	17888.52132
LKMB002-2-060_S151	S020	Sebaceous_Al	Corynebacterium	10522.6596
LKMB002-2-060_S151	S020	Sebaceous_Al	Other	2787101.77272
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Cutibacterium	3546408.7999
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Staphylococcus	346759.5609
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Micrococcus	287072.1971
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Corynebacterium	159381.8925
LKMB002-1-54_S159	S006	Rarely_Moist_Vf	Other	4899907.5496
LKMB002-1-60_S59	S008	Moist_Na	Cutibacterium	155227.70356
LKMB002-1-60_S59	S008	Moist_Na	Corynebacterium	144104.47104
LKMB002-1-60_S59	S008	Moist_Na	Staphylococcus	13400.16412
LKMB002-1-60_S59	S008	Moist_Na	Micrococcus	1391.4582
LKMB002-1-60_S59	S008	Moist_Na	Other	107530.20308
LKMB002-1-34_S38	S005	Sebaceous_Al	Cutibacterium	18135819.9521
LKMB002-1-34_S38	S005	Sebaceous_Al	Staphylococcus	186977.68074
LKMB002-1-34_S38	S005	Sebaceous_Al	Corynebacterium	47911.76184
LKMB002-1-34_S38	S005	Sebaceous_Al	Micrococcus	26798.10408
LKMB002-1-34_S38	S005	Sebaceous_Al	Other	1904086.50126
LKMN002-3-77_S276	S034	Moist_Na	Cutibacterium	2457171.2992
LKMN002-3-77_S276	S034	Moist_Na	Staphylococcus	691104.38112
LKMN002-3-77_S276	S034	Moist_Na	Corynebacterium	511663.00352
LKMN002-3-77_S276	S034	Moist_Na	Micrococcus	58024.55424
LKMN002-3-77_S276	S034	Moist_Na	Other	718164.76192
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Cutibacterium	3900980.69618
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Staphylococcus	877935.58562
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Micrococcus	253576.7593
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Corynebacterium	155143.23034
LKMN002-3-36_S239	S028	Rarely_Moist_Af	Other	2699665.72856
LKMB002-1-71_S70	S011	Rarely_Moist_Vf	Corynebacterium	36251427.5712
LKMB002-1-71_S70	S011	Rarely_Moist_Vf	Staphylococcus	2152830.23442
LKMB002-1-71_S70	S011	Rarely_Moist_Vf	Micrococcus	90789.25788
LKMB002-1-71_S70	S011	Rarely_Moist_Vf	Cutibacterium	40172.238
LKMB002-1-71_S70	S011	Rarely_Moist_Vf	Other	1637018.6985
LKMB002-2-096_S203	S024	Sebaceous_Oc	Cutibacterium	2938219.23592
LKMB002-2-096_S203	S024	Sebaceous_Oc	Staphylococcus	891096.78616
LKMB002-2-096_S203	S024	Sebaceous_Oc	Micrococcus	51800.88716
LKMB002-2-096_S203	S024	Sebaceous_Oc	Corynebacterium	15190.876
LKMB002-2-096_S203	S024	Sebaceous_Oc	Other	11294568.2148
LKMB002-2-083_S190	S022	Moist_Um	Cutibacterium	12555823.7501
LKMB002-2-083_S190	S022	Moist_Um	Corynebacterium	819801.85746
LKMB002-2-083_S190	S022	Moist_Um	Staphylococcus	142405.30926
LKMB002-2-083_S190	S022	Moist_Um	Micrococcus	70273.55712
LKMB002-2-083_S190	S022	Moist_Um	Other	3304377.52602
LKMN002-3-43_S242	S029	Sebaceous_Ba	Cutibacterium	23811979.9672
LKMN002-3-43_S242	S029	Sebaceous_Ba	Micrococcus	1070189.88392
LKMN002-3-43_S242	S029	Sebaceous_Ba	Staphylococcus	88502.35694
LKMN002-3-43_S242	S029	Sebaceous_Ba	Corynebacterium	71414.0056
LKMN002-3-43_S242	S029	Sebaceous_Ba	Other	462915.7863
LKMN002-3-83_S282	S034	Moist_Tw	Corynebacterium	27346066.9824
LKMN002-3-83_S282	S034	Moist_Tw	Staphylococcus	1149531.49596
LKMN002-3-83_S282	S034	Moist_Tw	Cutibacterium	170334.4598
LKMN002-3-83_S282	S034	Moist_Tw	Micrococcus	99185.90668
LKMN002-3-83_S282	S034	Moist_Tw	Other	1382573.15512
LKMB002-2-078_S185	S022	Moist_Na	Cutibacterium	1778048.16502
LKMB002-2-078_S185	S022	Moist_Na	Corynebacterium	450708.11652
LKMB002-2-078_S185	S022	Moist_Na	Staphylococcus	34156.975
LKMB002-2-078_S185	S022	Moist_Na	Micrococcus	191.27906
LKMB002-2-078_S185	S022	Moist_Na	Other	469453.4644
LKMB002-2-043_S134	S017	Moist_Um	Cutibacterium	10644892.4798
LKMB002-2-043_S134	S017	Moist_Um	Staphylococcus	4935722.27694
LKMB002-2-043_S134	S017	Moist_Um	Corynebacterium	2151270.00824
LKMB002-2-043_S134	S017	Moist_Um	Micrococcus	21655.74722
LKMB002-2-043_S134	S017	Moist_Um	Other	2114117.48778
LKMB002-2-029_S120	S016	Moist_Na	Corynebacterium	112184.16696
LKMB002-2-029_S120	S016	Moist_Na	Cutibacterium	52691.80896
LKMB002-2-029_S120	S016	Moist_Na	Staphylococcus	4464.0012
LKMB002-2-029_S120	S016	Moist_Na	Micrococcus	1042.15344
LKMB002-2-029_S120	S016	Moist_Na	Other	161513.86944
LKMB002-1-16_S20	S002	Moist_Tw	Corynebacterium	32256.55056
LKMB002-1-16_S20	S002	Moist_Tw	Cutibacterium	31759.9386
LKMB002-1-16_S20	S002	Moist_Tw	Staphylococcus	30297.75372
LKMB002-1-16_S20	S002	Moist_Tw	Micrococcus	2187.74712
LKMB002-1-16_S20	S002	Moist_Tw	Other	14102.01
LKMB002-1-65_S64	S008	Moist_Um	Corynebacterium	18855752.5648
LKMB002-1-65_S64	S008	Moist_Um	Cutibacterium	707007.62432
LKMB002-1-65_S64	S008	Moist_Um	Staphylococcus	420372.343
LKMB002-1-65_S64	S008	Moist_Um	Micrococcus	152898.21964
LKMB002-1-65_S64	S008	Moist_Um	Other	18968373.2483
LKMN002-3-61_S260	S031	Sebaceous_Ba	Cutibacterium	36913786.7725
LKMN002-3-61_S260	S031	Sebaceous_Ba	Staphylococcus	36147.9715
LKMN002-3-61_S260	S031	Sebaceous_Ba	Micrococcus	21986.9105
LKMN002-3-61_S260	S031	Sebaceous_Ba	Corynebacterium	21614.251
LKMN002-3-61_S260	S031	Sebaceous_Ba	Other	272414.0945
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Staphylococcus	312444.8685
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Cutibacterium	259005.484
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Micrococcus	184159.14022
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Corynebacterium	47962.82276
LKMB002-2-051_S142	S018	Rarely_Moist_Af	Other	756701.68452
LKMB002-1-63_S62	S008	Rarely_Moist_Vf	Cutibacterium	538645.0545
LKMB002-1-63_S62	S008	Rarely_Moist_Vf	Micrococcus	284172.952
LKMB002-1-63_S62	S008	Rarely_Moist_Vf	Corynebacterium	219504.8425
LKMB002-1-63_S62	S008	Rarely_Moist_Vf	Staphylococcus	190742.139
LKMB002-1-63_S62	S008	Rarely_Moist_Vf	Other	899085.012
LKMB002-2-054_S145	S019	Sebaceous_Oc	Staphylococcus	16026874.3835
LKMB002-2-054_S145	S019	Sebaceous_Oc	Cutibacterium	13050206.7995
LKMB002-2-054_S145	S019	Sebaceous_Oc	Micrococcus	567737.32774
LKMB002-2-054_S145	S019	Sebaceous_Oc	Corynebacterium	46510.431
LKMB002-2-054_S145	S019	Sebaceous_Oc	Other	1315625.05822
LKMN002-3-46_S245	S029	Moist_Um	Cutibacterium	11380690.5498
LKMN002-3-46_S245	S029	Moist_Um	Corynebacterium	2587630.617
LKMN002-3-46_S245	S029	Moist_Um	Staphylococcus	741220.8804
LKMN002-3-46_S245	S029	Moist_Um	Micrococcus	289533.3012
LKMN002-3-46_S245	S029	Moist_Um	Other	4537584.6516
LKMN002-3-85_S284	S033	Moist_Na	Corynebacterium	471850.3336
LKMN002-3-85_S284	S033	Moist_Na	Cutibacterium	457960.248
LKMN002-3-85_S284	S033	Moist_Na	Staphylococcus	258396.84984
LKMN002-3-85_S284	S033	Moist_Na	Micrococcus	24135.7428
LKMN002-3-85_S284	S033	Moist_Na	Other	162912.82576
LKMB002-1-70_S69	S011	Sebaceous_Ba	Cutibacterium	3868105.34144
LKMB002-1-70_S69	S011	Sebaceous_Ba	Micrococcus	1687128.42756
LKMB002-1-70_S69	S011	Sebaceous_Ba	Corynebacterium	431387.2128
LKMB002-1-70_S69	S011	Sebaceous_Ba	Staphylococcus	225354.88252
LKMB002-1-70_S69	S011	Sebaceous_Ba	Other	5022066.13568
LKMB002-1-07_S11	S001	Moist_Um	Staphylococcus	22581212.2548
LKMB002-1-07_S11	S001	Moist_Um	Corynebacterium	18035706.6728
LKMB002-1-07_S11	S001	Moist_Um	Cutibacterium	2411138.7516
LKMB002-1-07_S11	S001	Moist_Um	Micrococcus	40415.8628
LKMB002-1-07_S11	S001	Moist_Um	Other	8090846.458
LKMN002-3-49_S248	S030	Sebaceous_Al	Cutibacterium	8542369.1836
LKMN002-3-49_S248	S030	Sebaceous_Al	Staphylococcus	6439496.4116
LKMN002-3-49_S248	S030	Sebaceous_Al	Corynebacterium	688633.0616
LKMN002-3-49_S248	S030	Sebaceous_Al	Micrococcus	245370.1696
LKMN002-3-49_S248	S030	Sebaceous_Al	Other	5091851.1736
LKMB002-1-92_S91	S012	Moist_Na	Corynebacterium	883143.10392
LKMB002-1-92_S91	S012	Moist_Na	Cutibacterium	765945.2856
LKMB002-1-92_S91	S012	Moist_Na	Staphylococcus	59935.11084
LKMB002-1-92_S91	S012	Moist_Na	Micrococcus	2262.9222
LKMB002-1-92_S91	S012	Moist_Na	Other	443877.57744
LKMB002-1-12_S16	S002	Sebaceous_Ba	Cutibacterium	37926267.3527
LKMB002-1-12_S16	S002	Sebaceous_Ba	Micrococcus	177229.19672
LKMB002-1-12_S16	S002	Sebaceous_Ba	Corynebacterium	74561.18188
LKMB002-1-12_S16	S002	Sebaceous_Ba	Staphylococcus	72999.69116
LKMB002-1-12_S16	S002	Sebaceous_Ba	Other	786210.57752
LKMB002-1-11_S15	S002	Sebaceous_Oc	Cutibacterium	24433677.5344
LKMB002-1-11_S15	S002	Sebaceous_Oc	Micrococcus	716624.53956
LKMB002-1-11_S15	S002	Sebaceous_Oc	Staphylococcus	605167.64628
LKMB002-1-11_S15	S002	Sebaceous_Oc	Corynebacterium	367645.43196
LKMB002-1-11_S15	S002	Sebaceous_Oc	Other	929528.84784
LKMB002-2-044_S135	S017	Moist_Tw	Corynebacterium	37248677.172
LKMB002-2-044_S135	S017	Moist_Tw	Staphylococcus	3499369.28514
LKMB002-2-044_S135	S017	Moist_Tw	Cutibacterium	74584.58778
LKMB002-2-044_S135	S017	Moist_Tw	Micrococcus	23989.1949
LKMB002-2-044_S135	S017	Moist_Tw	Other	2770097.76018
LKMN002-3-84_S283	S033	Sebaceous_Al	Cutibacterium	43232237.312
LKMN002-3-84_S283	S033	Sebaceous_Al	Corynebacterium	158230.132
LKMN002-3-84_S283	S033	Sebaceous_Al	Micrococcus	131335.492
LKMN002-3-84_S283	S033	Sebaceous_Al	Staphylococcus	18826.248
LKMN002-3-84_S283	S033	Sebaceous_Al	Other	1283770.816
LKMB002-2-035_S126	S016	Moist_Tw	Corynebacterium	41949305.9576
LKMB002-2-035_S126	S016	Moist_Tw	Staphylococcus	3577087.20312
LKMB002-2-035_S126	S016	Moist_Tw	Micrococcus	123380.31164
LKMB002-2-035_S126	S016	Moist_Tw	Cutibacterium	113491.05002
LKMB002-2-035_S126	S016	Moist_Tw	Other	1328457.47762
LKMB002-1-38_S42	S005	Rarely_Moist_Vf	Cutibacterium	9193603.1755
LKMB002-1-38_S42	S005	Rarely_Moist_Vf	Corynebacterium	587236.79094
LKMB002-1-38_S42	S005	Rarely_Moist_Vf	Staphylococcus	443010.25444
LKMB002-1-38_S42	S005	Rarely_Moist_Vf	Micrococcus	348692.80778
LKMB002-1-38_S42	S005	Rarely_Moist_Vf	Other	2843878.97134
LKMB002-1-13_S17	S002	Rarely_Moist_Vf	Cutibacterium	955167.3925
LKMB002-1-13_S17	S002	Rarely_Moist_Vf	Corynebacterium	89609.27
LKMB002-1-13_S17	S002	Rarely_Moist_Vf	Staphylococcus	37277.1475
LKMB002-1-13_S17	S002	Rarely_Moist_Vf	Micrococcus	36582.3025
LKMB002-1-13_S17	S002	Rarely_Moist_Vf	Other	168113.8875
LKMN002-3-65_S264	S031	Moist_Tw	Corynebacterium	31128800.6387
LKMN002-3-65_S264	S031	Moist_Tw	Staphylococcus	24306749.5962
LKMN002-3-65_S264	S031	Moist_Tw	Cutibacterium	206658.45568
LKMN002-3-65_S264	S031	Moist_Tw	Micrococcus	135837.29952
LKMN002-3-65_S264	S031	Moist_Tw	Other	2272082.00992
LKMB002-2-084_S191	S022	Moist_Tw	Staphylococcus	22642280.5653
LKMB002-2-084_S191	S022	Moist_Tw	Corynebacterium	5088607.91244
LKMB002-2-084_S191	S022	Moist_Tw	Cutibacterium	87441.19236
LKMB002-2-084_S191	S022	Moist_Tw	Micrococcus	29636.10882
LKMB002-2-084_S191	S022	Moist_Tw	Other	1494716.22108
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Micrococcus	3366663.4508
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Cutibacterium	1524546.0736
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Corynebacterium	503872.1586
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Staphylococcus	95475.2074
LKMN002-3-89_S288	S033	Rarely_Moist_Af	Other	878703.1096
LKMB002-2-005_S164	S013	Moist_Na	Corynebacterium	2630378.18376
LKMB002-2-005_S164	S013	Moist_Na	Cutibacterium	608169.59172
LKMB002-2-005_S164	S013	Moist_Na	Staphylococcus	27798.87606
LKMB002-2-005_S164	S013	Moist_Na	Micrococcus	3448.25262
LKMB002-2-005_S164	S013	Moist_Na	Other	987307.09584
LKMN002-3-50_S249	S030	Moist_Na	Staphylococcus	140354.028
LKMN002-3-50_S249	S030	Moist_Na	Corynebacterium	69832.028
LKMN002-3-50_S249	S030	Moist_Na	Cutibacterium	58167.308
LKMN002-3-50_S249	S030	Moist_Na	Micrococcus	4711.632
LKMN002-3-50_S249	S030	Moist_Na	Other	108135.004
LKMB002-1-83_S82	S009	Sebaceous_Al	Cutibacterium	30813739.6242
LKMB002-1-83_S82	S009	Sebaceous_Al	Corynebacterium	1204085.65536
LKMB002-1-83_S82	S009	Sebaceous_Al	Staphylococcus	1002039.53632
LKMB002-1-83_S82	S009	Sebaceous_Al	Micrococcus	15699.52952
LKMB002-1-83_S82	S009	Sebaceous_Al	Other	1093847.6546
LKMB002-2-011_S102	S013	Moist_Tw	Staphylococcus	29225909.9427
LKMB002-2-011_S102	S013	Moist_Tw	Corynebacterium	2851259.0706
LKMB002-2-011_S102	S013	Moist_Tw	Cutibacterium	163111.6595
LKMB002-2-011_S102	S013	Moist_Tw	Micrococcus	21187.7001
LKMB002-2-011_S102	S013	Moist_Tw	Other	1369801.6271
LKMN002-3-17_S220	S026	Sebaceous_Oc	Cutibacterium	11873719.43
LKMN002-3-17_S220	S026	Sebaceous_Oc	Staphylococcus	5885422.79486
LKMN002-3-17_S220	S026	Sebaceous_Oc	Corynebacterium	200136.38022
LKMN002-3-17_S220	S026	Sebaceous_Oc	Micrococcus	169585.96704
LKMN002-3-17_S220	S026	Sebaceous_Oc	Other	2653729.42786
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Staphylococcus	32412979.0921
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Cutibacterium	1682532.28968
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Micrococcus	554092.74888
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Corynebacterium	169627.61046
LKMN002-3-81_S280	S034	Rarely_Moist_Af	Other	1348702.25886
LKMB002-2-021_S112	S014	Moist_Na	Corynebacterium	42332.958
LKMB002-2-021_S112	S014	Moist_Na	Cutibacterium	41882.594
LKMB002-2-021_S112	S014	Moist_Na	Staphylococcus	3946.346
LKMB002-2-021_S112	S014	Moist_Na	Micrococcus	1744.846
LKMB002-2-021_S112	S014	Moist_Na	Other	35893.256
LKMN002-3-18_S221	S026	Sebaceous_Ba	Cutibacterium	32358760.4546
LKMN002-3-18_S221	S026	Sebaceous_Ba	Staphylococcus	115509.247
LKMN002-3-18_S221	S026	Sebaceous_Ba	Micrococcus	80196.42006
LKMN002-3-18_S221	S026	Sebaceous_Ba	Corynebacterium	21121.69088
LKMN002-3-18_S221	S026	Sebaceous_Ba	Other	427054.18748
LKMN002-3-60_S259	S031	Sebaceous_Oc	Cutibacterium	11447958.546
LKMN002-3-60_S259	S031	Sebaceous_Oc	Staphylococcus	1048968.504
LKMN002-3-60_S259	S031	Sebaceous_Oc	Corynebacterium	66650.2776
LKMN002-3-60_S259	S031	Sebaceous_Oc	Micrococcus	19123.2864
LKMN002-3-60_S259	S031	Sebaceous_Oc	Other	1478539.386
LKMB002-2-001_S96	S012	Moist_Um	Cutibacterium	3345811.57248
LKMB002-2-001_S96	S012	Moist_Um	Corynebacterium	2589286.30272
LKMB002-2-001_S96	S012	Moist_Um	Micrococcus	799978.50816
LKMB002-2-001_S96	S012	Moist_Um	Staphylococcus	588418.29696
LKMB002-2-001_S96	S012	Moist_Um	Other	1454937.31968
LKMB002-1-49_S53	S007	Moist_Tw	Corynebacterium	28316777.9292
LKMB002-1-49_S53	S007	Moist_Tw	Staphylococcus	5079033.38044
LKMB002-1-49_S53	S007	Moist_Tw	Cutibacterium	61998.89876
LKMB002-1-49_S53	S007	Moist_Tw	Micrococcus	20898.5052
LKMB002-1-49_S53	S007	Moist_Tw	Other	1352133.28644
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Staphylococcus	1347760.51984
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Cutibacterium	705659.81248
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Micrococcus	540465.02048
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Corynebacterium	75204.52016
LKMB002-2-025_S116	S014	Rarely_Moist_Af	Other	602094.12704
LKMB002-1-76_S75	S010	Moist_Na	Staphylococcus	503555.29152
LKMB002-1-76_S75	S010	Moist_Na	Cutibacterium	182790.05632
LKMB002-1-76_S75	S010	Moist_Na	Corynebacterium	30275.76736
LKMB002-1-76_S75	S010	Moist_Na	Micrococcus	833.84768
LKMB002-1-76_S75	S010	Moist_Na	Other	169617.03712
LKMN002-3-40_S167	S029	Sebaceous_Al	Cutibacterium	14890865.6294
LKMN002-3-40_S167	S029	Sebaceous_Al	Staphylococcus	165006.39066
LKMN002-3-40_S167	S029	Sebaceous_Al	Corynebacterium	55976.07288
LKMN002-3-40_S167	S029	Sebaceous_Al	Micrococcus	2921.82798
LKMN002-3-40_S167	S029	Sebaceous_Al	Other	263272.07904
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Micrococcus	1696995.67794
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Cutibacterium	1353346.77246
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Staphylococcus	839383.48476
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Corynebacterium	422172.57252
LKMN002-3-53_S252	S030	Rarely_Moist_Vf	Other	6474319.49232
